CUST7369,Smartphone,Automotive,863.34,2023/07/20,Debit Card
CUST6024,Smartwatch,Furniture,1120.74,2023/06/30,Debit Card
CUST6105,Mouse,Automotive,19.74,2022/01/20,Credit Card
CUST4188,Keyboard,Furniture,1518.26,2023/10/12,Bank Transfer
CUST6176,Camera,Furniture,1530.35,2022/02/23,PayPal
CUST2981,Monitor,Toys,1320.46,2022/10/27,PayPal
CUST2053,Gaming Console,Automotive,1085.79,2022/08/28,Debit Card
CUST7409,Headphones,Fashion,1389.08,2023/01/26,Credit Card
CUST3988,Smartwatch,Fashion,13.42,2023/12/27,Cash on Delivery
CUST5306,Camera,Beauty,1243.91,2023/07/08,Cash on Delivery
CUST5939,Smartwatch,Sports,310.3,2022/08/25,Cash on Delivery
CUST2556,Tablet,Toys,460.48,2022/11/19,Cash on Delivery
CUST4793,Headphones,Toys,760.88,2023/06/07,Credit Card
CUST7839,Smartphone,Fashion,1210.57,2023/06/18,Bank Transfer
CUST1387,Monitor,Fashion,877.86,2022/02/22,PayPal
CUST7785,Tablet,Books,1058.49,2023/02/11,Bank Transfer
CUST1459,Monitor,Furniture,750.05,2023/05/07,Debit Card
CUST7408,Monitor,Home Appliances,1915.94,2023/03/19,Cash on Delivery
CUST1534,Mouse,Electronics,1503.12,2022/08/26,Cash on Delivery
CUST6637,Gaming Console,Furniture,1786.77,2022/01/02,Cash on Delivery
CUST8158,Monitor,Sports,1112.62,2023/11/21,Cash on Delivery
CUST7617,Laptop,Furniture,487.6,2023/02/27,Credit Card
CUST2166,Headphones,Furniture,1711.74,2023/06/29,Bank Transfer
CUST3878,Smartwatch,Beauty,1354.98,2023/11/07,Credit Card
CUST4058,Laptop,Toys,123.68,2022/01/20,Cash on Delivery
CUST2121,Smartphone,Automotive,944.52,2022/08/15,Debit Card
CUST5158,Mouse,Furniture,1541.61,2023/09/08,PayPal
CUST7225,Tablet,Electronics,412.14,2022/04/21,Debit Card
CUST9370,Keyboard,Toys,1775.22,2023/06/13,Cash on Delivery
CUST9161,Camera,Sports,654.77,2022/07/08,Bank Transfer
CUST6705,Laptop,Home Appliances,1707.62,2022/01/20,PayPal
CUST3744,Monitor,Automotive,398.25,2022/03/31,PayPal
CUST5518,Laptop,Groceries,210.02,2022/06/03,Cash on Delivery
CUST4273,Smartphone,Furniture,871.91,2022/11/18,Debit Card
CUST1602,Keyboard,Automotive,622.2,2023/04/28,PayPal
CUST4944,Smartphone,Home Appliances,1172.48,2022/12/28,Bank Transfer
CUST6439,Keyboard,Fashion,483.9,2023/12/02,Debit Card
CUST7288,Camera,Home Appliances,449.22,2022/09/16,PayPal
CUST3814,Headphones,Furniture,1324.7,2022/05/02,Bank Transfer
CUST2965,Monitor,Fashion,179.99,2023/05/31,Credit Card
CUST2425,Gaming Console,Books,641.8,2022/02/14,Cash on Delivery
CUST5277,Mouse,Furniture,326.22,2023/06/26,PayPal
CUST1808,Monitor,Furniture,1491.08,2022/09/22,PayPal
CUST7251,Mouse,Books,1575.75,2022/10/07,Credit Card
CUST6183,Smartwatch,Fashion,293.95,2022/01/08,Bank Transfer
CUST3442,Gaming Console,Furniture,884.47,2023/03/05,PayPal
CUST3321,Mouse,Groceries,1295.87,2022/02/04,Bank Transfer
CUST7004,Keyboard,Automotive,553.87,2023/01/29,Cash on Delivery
CUST9858,Laptop,Home Appliances,1537.61,2022/08/16,Debit Card
CUST9428,Camera,Beauty,1213.4,2022/03/03,Bank Transfer
CUST3787,Headphones,Electronics,162.01,2022/08/19,Bank Transfer
CUST4182,Gaming Console,Groceries,306.31,2023/04/21,Credit Card
CUST7294,Monitor,Beauty,641.79,2023/04/07,Cash on Delivery
CUST8825,Smartwatch,Toys,57.98,2023/02/11,Debit Card
CUST8563,Headphones,Home Appliances,913.34,2022/09/03,Cash on Delivery
CUST4179,Keyboard,Fashion,647.76,2023/02/28,Credit Card
CUST3666,Keyboard,Home Appliances,854.05,2022/07/01,Cash on Delivery
CUST2231,Smartwatch,Sports,328.19,2023/03/20,PayPal
CUST1247,Smartwatch,Electronics,1368.18,2023/02/15,Cash on Delivery
CUST4828,Smartwatch,Electronics,456.28,2023/10/14,Debit Card
CUST6631,Smartphone,Home Appliances,962.36,2023/04/17,Bank Transfer
CUST1687,Smartwatch,Furniture,1446.71,2023/03/19,Bank Transfer
CUST4491,Camera,Electronics,1820.54,2023/06/01,Bank Transfer
CUST4275,Monitor,Automotive,807.46,2023/03/29,Credit Card
CUST9420,Mouse,Furniture,1054.15,2022/10/01,Bank Transfer
CUST5214,Headphones,Books,270.21,2022/01/30,Bank Transfer
CUST5449,Mouse,Furniture,1825.21,2023/11/14,Debit Card
CUST8761,Laptop,Automotive,263.59,2022/01/09,Credit Card
CUST6367,Gaming Console,Electronics,579.55,2022/01/13,PayPal
CUST5187,Camera,Automotive,553.33,2023/05/13,Debit Card
CUST9461,Monitor,Automotive,137.5,2023/08/07,PayPal
CUST9160,Gaming Console,Toys,1534.48,2022/06/17,PayPal
CUST8044,Gaming Console,Toys,1018.96,2023/12/06,Credit Card
CUST7885,Keyboard,Books,511.49,2023/04/29,Debit Card
CUST4277,Keyboard,Fashion,1144.61,2022/07/13,Debit Card
CUST4402,Keyboard,Books,499.81,2022/03/29,PayPal
CUST6519,Monitor,Toys,1573.67,2022/02/24,Cash on Delivery
CUST4095,Smartphone,Books,841.49,2022/04/30,Bank Transfer
CUST5307,Smartphone,Electronics,1321.59,2023/01/12,Bank Transfer
CUST1349,Laptop,Furniture,1464.98,2022/11/21,Bank Transfer
CUST8999,Smartphone,Home Appliances,47.77,2022/11/07,Bank Transfer
CUST6856,Mouse,Fashion,801.4,2023/05/11,Bank Transfer
CUST3909,Monitor,Toys,191.84,2022/11/16,Debit Card
CUST4575,Camera,Books,1229.33,2023/07/08,Cash on Delivery
CUST3242,Gaming Console,Fashion,1535.38,2022/01/26,Cash on Delivery
CUST4924,Smartwatch,Beauty,445.19,2023/10/08,Cash on Delivery
CUST8594,Smartphone,Beauty,696.49,2023/05/25,Credit Card
CUST3026,Smartwatch,Automotive,1989.48,2022/06/02,Bank Transfer
CUST2814,Mouse,Beauty,263.68,2023/07/31,Bank Transfer
CUST3009,Camera,Automotive,655.57,2023/07/17,Credit Card
CUST1783,Smartwatch,Electronics,909.22,2022/04/24,PayPal
CUST9005,Camera,Automotive,475.26,2023/06/01,Debit Card
CUST4030,Laptop,Electronics,170.09,2022/10/31,PayPal
CUST8554,Smartphone,Furniture,303.97,2023/12/31,PayPal
CUST4794,Tablet,Sports,467.5,2022/06/23,Bank Transfer
CUST8254,Mouse,Beauty,1835.93,2022/03/11,Bank Transfer
CUST3186,Smartphone,Fashion,315.76,2022/05/24,Debit Card
CUST8818,Laptop,Groceries,243.38,2022/01/15,Debit Card
CUST8887,Tablet,Fashion,1003.89,2022/01/14,Credit Card
CUST1321,Monitor,Toys,961.97,2023/12/04,Bank Transfer
CUST8365,Keyboard,Toys,1818.62,2023/01/30,Credit Card
CUST5990,Tablet,Automotive,612.94,2023/05/17,Cash on Delivery
CUST3828,Mouse,Home Appliances,999.41,2022/11/05,Bank Transfer
CUST9992,Smartwatch,Toys,1010.74,2022/03/15,PayPal
CUST3202,Mouse,Books,84.3,2023/10/15,Bank Transfer
CUST2879,Gaming Console,Beauty,1267.81,2022/02/01,Debit Card
CUST7509,Tablet,Beauty,939.83,2023/11/04,Cash on Delivery
CUST7304,Camera,Automotive,1239.48,2023/04/26,Credit Card
CUST5357,Keyboard,Furniture,1088.4,2022/11/29,PayPal
CUST6186,Monitor,Books,1301.54,2022/04/07,Debit Card
CUST9923,Tablet,Books,1694.76,2023/04/04,Credit Card
CUST7366,Monitor,Furniture,1745.95,2023/08/07,PayPal
CUST4128,Keyboard,Electronics,417.9,2023/06/23,Credit Card
CUST2339,Gaming Console,Groceries,548.26,2022/02/23,PayPal
CUST8419,Gaming Console,Electronics,714.88,2022/07/30,Credit Card
CUST2754,Mouse,Fashion,10.66,2023/01/22,Debit Card
CUST3843,Headphones,Fashion,1975.84,2023/08/04,PayPal
CUST9624,Keyboard,Beauty,1363.18,2022/09/05,Credit Card
CUST1052,Monitor,Fashion,852.35,2022/02/23,Cash on Delivery
CUST8402,Monitor,Sports,983.53,2022/12/12,Bank Transfer
CUST1382,Mouse,Books,626.94,2023/09/28,Cash on Delivery
CUST6886,Mouse,Sports,1626.23,2023/01/29,Cash on Delivery
CUST5037,Gaming Console,Fashion,1714.81,2022/09/22,Bank Transfer
CUST5064,Camera,Beauty,1424.26,2023/05/21,Debit Card
CUST1447,Monitor,Groceries,1717.88,2022/11/04,Bank Transfer
CUST7198,Laptop,Books,1547.51,2023/09/20,Cash on Delivery
CUST4140,Gaming Console,Fashion,1757.35,2022/07/06,Cash on Delivery
CUST1591,Smartwatch,Books,1381.38,2022/09/15,Debit Card
CUST2996,Keyboard,Beauty,1232.74,2022/06/27,Debit Card
CUST4531,Keyboard,Books,1626.35,2022/07/28,Debit Card
CUST8157,Headphones,Groceries,280.41,2023/12/23,Cash on Delivery
CUST8517,Smartphone,Furniture,1949.25,2022/08/31,Cash on Delivery
CUST7875,Monitor,Furniture,544.33,2023/04/05,PayPal
CUST5267,Smartphone,Groceries,270.47,2022/01/22,PayPal
CUST4778,Smartphone,Groceries,879.24,2023/04/29,Bank Transfer
CUST1039,Headphones,Toys,1191.94,2022/08/14,Debit Card
CUST2922,Tablet,Beauty,1799.03,2023/03/31,Debit Card
CUST3709,Monitor,Books,1395.6,2023/08/02,Bank Transfer
CUST2718,Tablet,Beauty,1943.34,2023/10/16,Bank Transfer
CUST2712,Smartwatch,Groceries,820.07,2023/04/14,Debit Card
CUST8208,Mouse,Home Appliances,457.45,2023/02/22,Debit Card
CUST1490,Laptop,Beauty,226.33,2023/11/07,PayPal
CUST5004,Headphones,Automotive,1610.31,2023/11/10,Cash on Delivery
CUST1346,Gaming Console,Groceries,1499.22,2022/10/31,Debit Card
CUST1088,Mouse,Toys,1164.35,2023/08/01,Bank Transfer
CUST3293,Smartphone,Toys,1315.19,2023/04/30,Credit Card
CUST9673,Mouse,Electronics,89.53,2022/09/05,Cash on Delivery
CUST9430,Laptop,Home Appliances,896.48,2023/07/01,Debit Card
CUST9746,Mouse,Electronics,1897.81,2022/07/24,Bank Transfer
CUST4500,Smartwatch,Fashion,1592.25,2023/08/29,Cash on Delivery
CUST7839,Tablet,Electronics,817.82,2023/08/02,Bank Transfer
CUST9617,Smartphone,Furniture,836.68,2023/05/13,PayPal
CUST5438,Tablet,Books,98.21,2022/03/05,Credit Card
CUST6687,Headphones,Fashion,1973.97,2022/04/08,Credit Card
CUST6976,Monitor,Toys,1074.05,2022/04/11,Bank Transfer
CUST7109,Mouse,Automotive,13.26,2023/06/02,Bank Transfer
CUST6331,Keyboard,Automotive,787.55,2022/10/25,Bank Transfer
CUST1148,Smartphone,Home Appliances,984.99,2023/10/01,Bank Transfer
CUST4217,Mouse,Electronics,99.38,2023/11/24,PayPal
CUST9314,Keyboard,Sports,308.26,2023/12/20,Bank Transfer
CUST5995,Smartwatch,Furniture,537.07,2023/02/11,Debit Card
CUST7740,Laptop,Automotive,1987.92,2022/08/02,PayPal
CUST9047,Headphones,Home Appliances,700.1,2022/06/25,PayPal
CUST1240,Gaming Console,Electronics,242.44,2022/04/18,Debit Card
CUST2034,Tablet,Home Appliances,945.23,2022/04/14,Debit Card
CUST4025,Smartwatch,Automotive,1056.51,2022/06/09,PayPal
CUST1764,Gaming Console,Fashion,1677.87,2022/05/17,Credit Card
CUST6412,Keyboard,Books,221.79,2022/08/24,Credit Card
CUST7295,Monitor,Groceries,805.22,2022/03/29,Cash on Delivery
CUST9337,Monitor,Groceries,1490.67,2022/06/04,PayPal
CUST3128,Smartphone,Groceries,1556.12,2022/10/30,Bank Transfer
CUST7238,Mouse,Sports,1089.03,2023/04/29,PayPal
CUST4583,Keyboard,Electronics,1342.28,2022/01/18,Cash on Delivery
CUST3644,Smartphone,Groceries,397,2022/02/24,PayPal
CUST8600,Monitor,Automotive,1402.39,2023/03/01,PayPal
CUST5485,Camera,Electronics,1077.69,2023/01/16,Debit Card
CUST8707,Laptop,Toys,1777.84,2023/08/05,Cash on Delivery
CUST9359,Monitor,Automotive,802.93,2022/04/10,Cash on Delivery
CUST6789,Camera,Fashion,1978.17,2023/10/19,Cash on Delivery
CUST2468,Mouse,Furniture,924.48,2023/07/21,Cash on Delivery
CUST6748,Gaming Console,Books,834.45,2023/06/09,Bank Transfer
CUST5344,Smartwatch,Beauty,816.8,2022/01/20,Cash on Delivery
CUST8644,Keyboard,Toys,36.21,2022/03/15,Bank Transfer
CUST7393,Smartphone,Home Appliances,1925.88,2023/06/13,PayPal
CUST6009,Headphones,Home Appliances,520.15,2023/09/19,PayPal
CUST6510,Tablet,Electronics,1118.65,2022/02/10,Bank Transfer
CUST6501,Smartphone,Toys,1351.21,2022/01/30,Credit Card
CUST9459,Mouse,Books,266.69,2023/09/22,Debit Card
CUST9256,Smartwatch,Beauty,1589.89,2022/07/19,Bank Transfer
CUST5271,Monitor,Furniture,23.84,2023/06/17,Bank Transfer
CUST9585,Laptop,Sports,489.91,2023/08/17,Debit Card
CUST1720,Monitor,Groceries,413.78,2022/01/11,Credit Card
CUST5341,Smartwatch,Fashion,111.8,2022/08/04,Credit Card
CUST1699,Monitor,Books,1560.97,2023/04/29,Cash on Delivery
CUST2583,Tablet,Home Appliances,1208.22,2022/12/25,Credit Card
CUST2494,Gaming Console,Toys,310.62,2022/12/03,Debit Card
CUST7559,Camera,Fashion,46.25,2023/07/14,Cash on Delivery
CUST1070,Keyboard,Beauty,298.3,2023/07/15,PayPal
CUST2472,Headphones,Toys,267.37,2023/10/09,Cash on Delivery
CUST2538,Gaming Console,Furniture,1671.2,2023/02/16,Bank Transfer
CUST7573,Monitor,Electronics,1959.42,2022/08/18,Credit Card
CUST5215,Smartphone,Groceries,915.22,2022/04/16,Credit Card
CUST8964,Gaming Console,Automotive,224.12,2022/03/10,Debit Card
CUST3829,Camera,Furniture,1341.94,2023/07/31,Debit Card
CUST7290,Camera,Automotive,427.84,2022/05/19,Cash on Delivery
CUST8221,Gaming Console,Automotive,986.5,2022/03/04,Credit Card
CUST6311,Gaming Console,Automotive,1387.47,2022/03/12,Debit Card
CUST4671,Tablet,Books,291.34,2022/07/18,Credit Card
CUST3955,Camera,Fashion,1721.58,2023/09/04,PayPal
CUST4677,Monitor,Sports,759.47,2023/01/08,Cash on Delivery
CUST2982,Mouse,Automotive,1267.67,2023/06/20,Cash on Delivery
CUST7628,Mouse,Fashion,1627.94,2022/08/04,Debit Card
CUST1352,Gaming Console,Groceries,785.4,2022/03/08,Cash on Delivery
CUST6052,Headphones,Furniture,124.55,2022/06/14,Credit Card
CUST1690,Camera,Books,1895.16,2023/09/10,Bank Transfer
CUST9611,Headphones,Automotive,1586.12,2022/01/29,Debit Card
CUST1960,Headphones,Beauty,1147.02,2022/08/29,PayPal
CUST6063,Smartphone,Books,65.01,2023/11/22,Bank Transfer
CUST3025,Camera,Groceries,1147.65,2023/02/25,Debit Card
CUST3205,Smartwatch,Books,1954.81,2022/06/27,Credit Card
CUST3712,Smartphone,Home Appliances,1099.99,2023/08/22,Debit Card
CUST7854,Camera,Groceries,585.68,2022/06/20,Bank Transfer
CUST2142,Mouse,Home Appliances,890.33,2023/03/20,Cash on Delivery
CUST2416,Tablet,Automotive,1051.45,2023/02/01,Bank Transfer
CUST5101,Gaming Console,Fashion,1072.89,2023/10/31,Bank Transfer
CUST4890,Gaming Console,Toys,1819.49,2023/11/02,PayPal
CUST6337,Laptop,Automotive,796.45,2022/02/08,Cash on Delivery
CUST5361,Laptop,Automotive,1909.35,2023/12/31,Credit Card
CUST1419,Gaming Console,Beauty,119.35,2023/09/21,Debit Card
CUST4640,Laptop,Home Appliances,579.07,2023/01/17,Credit Card
CUST4176,Smartwatch,Automotive,1802.62,2023/07/15,Credit Card
CUST9445,Smartwatch,Home Appliances,596.26,2022/07/20,Bank Transfer
CUST5158,Monitor,Groceries,1613.28,2023/12/07,Bank Transfer
CUST3786,Mouse,Electronics,1316.27,2022/07/28,Credit Card
CUST7030,Mouse,Books,1770.79,2023/06/04,Debit Card
CUST9218,Smartwatch,Fashion,799.66,2022/03/02,Credit Card
CUST1130,Smartphone,Fashion,501.47,2022/11/19,Credit Card
CUST6370,Monitor,Sports,1528.28,2023/08/31,Credit Card
CUST8036,Tablet,Furniture,630.46,2022/05/29,Debit Card
CUST7833,Monitor,Sports,644.53,2022/06/21,Bank Transfer
CUST9504,Laptop,Automotive,653.39,2023/04/19,Credit Card
CUST8026,Headphones,Automotive,1550.64,2022/08/26,Bank Transfer
CUST7997,Smartwatch,Beauty,701.32,2022/09/07,Cash on Delivery
CUST5451,Mouse,Furniture,187.25,2023/01/27,Cash on Delivery
CUST1601,Keyboard,Home Appliances,1961.83,2022/08/18,PayPal
CUST1894,Monitor,Beauty,1163.09,2023/10/18,Cash on Delivery
CUST8854,Smartwatch,Books,202.03,2023/06/18,Bank Transfer
CUST9585,Camera,Furniture,1219.14,2022/12/10,PayPal
CUST3359,Mouse,Groceries,1607.54,2023/03/26,Debit Card
CUST6047,Smartwatch,Groceries,660.76,2022/06/24,Bank Transfer
CUST4086,Tablet,Beauty,686.91,2022/09/02,Credit Card
CUST6475,Keyboard,Furniture,283.54,2022/06/19,Debit Card
CUST2900,Monitor,Books,227.94,2022/07/16,Bank Transfer
CUST8818,Smartwatch,Books,154.18,2022/01/04,PayPal
CUST3131,Laptop,Beauty,1834.83,2023/02/09,Debit Card
CUST3394,Headphones,Books,1708.49,2023/08/22,Cash on Delivery
CUST1687,Headphones,Books,483.44,2023/08/19,Credit Card
CUST9570,Smartphone,Electronics,1937.74,2022/10/31,Credit Card
CUST8389,Gaming Console,Books,1484.87,2022/11/05,Cash on Delivery
CUST7502,Laptop,Electronics,892,2023/07/21,Cash on Delivery
CUST6529,Camera,Books,1497.92,2023/04/22,Cash on Delivery
CUST3993,Smartphone,Beauty,1522.2,2023/12/14,Debit Card
CUST4474,Keyboard,Electronics,1689.7,2022/04/09,Credit Card
CUST9535,Gaming Console,Groceries,1981.2,2023/09/26,Bank Transfer
CUST7500,Mouse,Fashion,147.45,2023/11/20,Cash on Delivery
CUST1167,Smartwatch,Beauty,68.49,2022/11/16,Bank Transfer
CUST2886,Gaming Console,Automotive,1663.82,2022/04/06,Debit Card
CUST2935,Camera,Automotive,1110.47,2023/10/12,Cash on Delivery
CUST3441,Laptop,Beauty,604.36,2023/09/24,Debit Card
CUST3850,Laptop,Electronics,1916.8,2023/07/22,Cash on Delivery
CUST4145,Laptop,Beauty,1467.22,2023/08/21,Bank Transfer
CUST2253,Headphones,Beauty,1404.91,2022/05/09,Bank Transfer
CUST2711,Tablet,Furniture,1407.03,2023/07/16,PayPal
CUST1676,Mouse,Toys,738.44,2023/10/02,PayPal
CUST5231,Laptop,Books,1405.38,2023/06/05,Credit Card
CUST7395,Gaming Console,Books,1551.91,2023/04/24,PayPal
CUST7498,Monitor,Groceries,1224.05,2022/09/21,Bank Transfer
CUST7895,Laptop,Automotive,1596.09,2023/12/11,Credit Card
CUST7549,Keyboard,Toys,546.26,2023/08/16,PayPal
CUST6900,Laptop,Sports,1289.95,2022/08/31,Bank Transfer
CUST4138,Mouse,Groceries,1740.95,2023/08/21,PayPal
CUST7494,Smartphone,Groceries,1543.93,2023/03/25,Debit Card
CUST6883,Laptop,Toys,535.21,2023/07/14,Credit Card
CUST9954,Gaming Console,Home Appliances,1432.46,2022/01/24,Credit Card
CUST8683,Monitor,Books,1104.65,2022/11/19,Debit Card
CUST3223,Keyboard,Sports,170.11,2023/08/03,Debit Card
CUST7895,Keyboard,Fashion,810.21,2023/06/08,Bank Transfer
CUST4191,Camera,Beauty,1753.57,2022/09/16,Debit Card
CUST4109,Tablet,Electronics,999.04,2022/04/08,Credit Card
CUST6294,Laptop,Fashion,1912.39,2022/04/09,Bank Transfer
CUST4663,Tablet,Books,845.45,2023/10/23,Bank Transfer
CUST9277,Headphones,Automotive,1896.92,2022/09/30,Bank Transfer
CUST5502,Tablet,Groceries,37.31,2022/06/21,Credit Card
CUST8852,Headphones,Automotive,64.9,2023/03/17,Cash on Delivery
CUST4497,Laptop,Automotive,1629.46,2022/02/26,Debit Card
CUST9765,Laptop,Sports,890.97,2023/11/01,Bank Transfer
CUST3009,Camera,Toys,626.77,2022/06/16,Cash on Delivery
CUST5019,Headphones,Furniture,1524.39,2023/05/14,Cash on Delivery
CUST9925,Headphones,Books,998.97,2022/08/07,Credit Card
CUST6585,Monitor,Books,370.11,2022/01/05,Debit Card
CUST2860,Camera,Beauty,1733.73,2022/01/23,Bank Transfer
CUST8987,Monitor,Automotive,597.66,2022/07/16,Debit Card
CUST8850,Tablet,Fashion,1586.09,2023/11/17,Debit Card
CUST1889,Gaming Console,Home Appliances,996.55,2022/11/29,Cash on Delivery
CUST2429,Headphones,Home Appliances,539.58,2023/08/19,Credit Card
CUST4911,Smartwatch,Fashion,419.91,2022/06/07,Bank Transfer
CUST1231,Headphones,Home Appliances,408.73,2022/08/03,Debit Card
CUST6314,Smartwatch,Books,664.95,2023/09/26,Cash on Delivery
CUST6059,Tablet,Electronics,1349.54,2023/04/02,PayPal
CUST2246,Monitor,Sports,1216.3,2023/07/07,Bank Transfer
CUST5493,Gaming Console,Sports,400.21,2023/01/30,PayPal
CUST5865,Camera,Fashion,686.9,2023/08/14,Cash on Delivery
CUST1635,Headphones,Automotive,1392.2,2022/10/02,PayPal
CUST9266,Smartphone,Books,1379,2023/04/29,Credit Card
CUST9053,Headphones,Home Appliances,219.41,2022/04/03,Debit Card
CUST9268,Headphones,Groceries,214.9,2022/07/11,PayPal
CUST3332,Smartphone,Toys,823.27,2023/12/03,Cash on Delivery
CUST2051,Monitor,Automotive,1763.18,2023/09/03,Bank Transfer
CUST1031,Headphones,Sports,580.85,2022/08/29,Bank Transfer
CUST8512,Headphones,Books,1489.83,2022/09/27,Bank Transfer
CUST7789,Smartphone,Sports,826.31,2023/08/13,Bank Transfer
CUST2858,Headphones,Electronics,365.66,2023/09/26,Debit Card
CUST5592,Tablet,Beauty,679.03,2023/10/16,Credit Card
CUST7031,Keyboard,Furniture,1415.03,2023/12/22,Cash on Delivery
CUST2745,Keyboard,Furniture,1888.04,2023/04/28,Credit Card
CUST3849,Tablet,Home Appliances,684.87,2023/08/27,Credit Card
CUST5040,Monitor,Home Appliances,346.4,2022/11/23,Debit Card
CUST5411,Gaming Console,Beauty,1376.42,2022/11/10,Bank Transfer
CUST6736,Laptop,Sports,265.54,2022/08/07,Credit Card
CUST4188,Laptop,Toys,1386.43,2022/03/18,Credit Card
CUST4468,Smartphone,Furniture,1114.68,2023/07/28,Cash on Delivery
CUST1693,Smartphone,Fashion,1557.84,2023/02/17,PayPal
CUST7652,Laptop,Electronics,1929.21,2023/06/16,Debit Card
CUST3436,Headphones,Groceries,690.05,2023/10/03,Bank Transfer
